name,year,letterboxd_uri,rating,rewatch,watched_date,movie_id,language,poster,popularity,vote_average,release_date,genres,origin_country,revenue,runtime,tagline,cast,director
Dawn of the Planet of the Apes,2014,https://boxd.it/4Pgb1H,4,,2023-04-24,119450,en,https://image.tmdb.org/t/p/original'/kScdQEwS9jPEdnO23XjGAtaoRcT.jpg,364.89,7.323,2014-07-08,"['Science Fiction', 'Action', 'Drama', 'Thriller']",['US'],710644566,130,One last chance for peace.,"[{'name': 'Andy Serkis', 'gender': 2}, {'name': 'Jason Clarke', 'gender': 2}, {'name': 'Toby Kebbell', 'gender': 2}, {'name': 'Gary Oldman', 'gender': 2}, {'name': 'Keri Russell', 'gender': 1}, {'name': 'Kodi Smit-McPhee', 'gender': 2}, {'name': 'Nick Thurston', 'gender': 2}, {'name': 'Karin Konoval', 'gender': 1}, {'name': 'Terry Notary', 'gender': 2}, {'name': 'Doc Shaw', 'gender': 2}, {'name': 'Judy Greer', 'gender': 1}, {'name': 'Lee Ross', 'gender': 2}, {'name': 'Richard King', 'gender': 2}, {'name': 'Scott Lang', 'gender': 2}, {'name': 'Kirk Acevedo', 'gender': 2}, {'name': 'Jon Eyez', 'gender': 2}, {'name': 'Enrique Murciano', 'gender': 2}, {'name': ""Keir O'Donnell"", 'gender': 2}, {'name': 'Kevin Rankin', 'gender': 2}, {'name': 'Jocko Sims', 'gender': 2}, {'name': 'Al Vicente', 'gender': 2}, {'name': 'Matthew James', 'gender': 2}, {'name': 'Deneen Tyler', 'gender': 1}, {'name': 'Mustafa Harris', 'gender': 2}, {'name': 'Lombardo Boyar', 'gender': 2}, {'name': 'Mike Seal', 'gender': 2}, {'name': 'J.D. Evermore', 'gender': 2}, {'name': 'Chase Boltin', 'gender': 0}, {'name': 'Michael Papajohn', 'gender': 2}, {'name': 'Thomas Rosales Jr.', 'gender': 2}, {'name': 'Carol Sutton', 'gender': 1}, {'name': 'Christopher Berry', 'gender': 2}, {'name': 'Sergio Kato', 'gender': 2}, {'name': 'Michael Bloomberg', 'gender': 2}, {'name': 'Santana Draper', 'gender': 2}, {'name': ""Monica Rene'e Anderson"", 'gender': 1}, {'name': 'John L. Armijo', 'gender': 0}, {'name': 'Joe Bravo', 'gender': 0}, {'name': ""Steve D'Assis"", 'gender': 0}, {'name': 'Mike R. Moreau', 'gender': 2}, {'name': 'Jazzy Ellis', 'gender': 1}, {'name': 'Lucky Johnson', 'gender': 2}, {'name': 'Allyson Leigh Jordan', 'gender': 0}, {'name': 'Angela Kerecz', 'gender': 1}, {'name': 'Bobby Kerecz', 'gender': 2}, {'name': 'Anthony A. Kung', 'gender': 0}, {'name': 'Richie J. Ladner', 'gender': 2}, {'name': 'John R Mangus', 'gender': 2}, {'name': 'John Parsons', 'gender': 0}, {'name': 'Mel Powell', 'gender': 2}, {'name': 'Carl Joseph Schreiber', 'gender': 0}, {'name': 'Timothy Wyant', 'gender': 0}, {'name': 'Lynnanne Zager', 'gender': 1}, {'name': 'Barack Obama', 'gender': 2}]",['Matt Reeves']
Rise of the Planet of the Apes,2011,https://boxd.it/4Pgb1R,4,,2023-04-24,61791,en,https://image.tmdb.org/t/p/original'/cjLsuP75UDlRdJVMXzXg3TJ4umX.jpg,259.367,7.318,2011-08-03,"['Thriller', 'Action', 'Drama', 'Science Fiction']",['US'],481800873,105,Evolution Becomes Revolution.,"[{'name': 'Andy Serkis', 'gender': 2}, {'name': 'James Franco', 'gender': 2}, {'name': 'Freida Pinto', 'gender': 1}, {'name': 'John Lithgow', 'gender': 2}, {'name': 'Brian Cox', 'gender': 2}, {'name': 'Tom Felton', 'gender': 2}, {'name': 'Tyler Labine', 'gender': 2}, {'name': 'Karin Konoval', 'gender': 1}, {'name': 'Terry Notary', 'gender': 2}, {'name': 'Christopher Gordon', 'gender': 2}, {'name': 'Richard Ridings', 'gender': 2}, {'name': 'Devyn Dalton', 'gender': 1}, {'name': 'Jay Caputo', 'gender': 2}, {'name': 'David Hewlett', 'gender': 2}, {'name': 'David Oyelowo', 'gender': 2}, {'name': 'Jamie Harris', 'gender': 2}, {'name': 'Ty Olsson', 'gender': 2}, {'name': 'Joey Roche', 'gender': 0}, {'name': 'Madison Bell', 'gender': 0}, {'name': 'Makena Joy', 'gender': 1}, {'name': ""Kevin O'Grady"", 'gender': 2}, {'name': 'Sean Tyson', 'gender': 2}, {'name': 'Kyle Riefsnyder', 'gender': 2}, {'name': 'Anthony McRae ', 'gender': 0}, {'name': 'Jesse Reid', 'gender': 2}, {'name': 'BJ Harrison', 'gender': 1}, {'name': 'Leah Gibson', 'gender': 1}, {'name': 'Tracy Spiridakos', 'gender': 1}, {'name': 'Ivan Wanis-Ruiz', 'gender': 2}, {'name': 'Trevor Carroll', 'gender': 2}, {'name': 'Chelah Horsdal', 'gender': 1}, {'name': 'Mattie Hawkinson', 'gender': 1}, {'name': 'James Pizzinato', 'gender': 2}, {'name': 'Ryan Jefferson Booth', 'gender': 2}, {'name': 'Gordon Douglas Myren', 'gender': 0}, {'name': 'Elizabeth Weinstein', 'gender': 1}, {'name': 'Jeb Beach', 'gender': 2}, {'name': 'Jack Kuris', 'gender': 0}, {'name': 'Meredith Grantier', 'gender': 0}, {'name': 'Javier Caballero Cano', 'gender': 0}, {'name': 'Peter Bundic', 'gender': 2}, {'name': 'Dylan Nouri', 'gender': 0}, {'name': 'Derek Morrison', 'gender': 2}, {'name': 'Dean Redman', 'gender': 2}, {'name': 'Hector Johnson', 'gender': 2}, {'name': 'David Richmond-Peck', 'gender': 2}, {'name': 'Adrian Hough', 'gender': 2}, {'name': 'Evans Johnson', 'gender': 1}, {'name': 'Qayam Devji', 'gender': 2}, {'name': 'Riel Hahn', 'gender': 0}, {'name': 'Michael Kopsa', 'gender': 2}, {'name': 'Steve Lawlor', 'gender': 0}, {'name': 'Chris Shields', 'gender': 2}, {'name': 'Sandy Robson', 'gender': 2}, {'name': 'Mike Dopud', 'gender': 2}, {'name': 'Stacey Schmidt', 'gender': 0}, {'name': 'Willy Miles', 'gender': 2}, {'name': 'Adrian Hein', 'gender': 2}, {'name': 'Trevor Addie', 'gender': 2}, {'name': 'Jeffery Aro', 'gender': 2}, {'name': 'Trevor Jones', 'gender': 2}, {'name': 'Camille Atebe', 'gender': 1}, {'name': 'Rufus Dorsey', 'gender': 2}, {'name': 'Sonja Bennett', 'gender': 1}, {'name': 'Loyd Bateman', 'gender': 2}, {'name': 'Tom Franco', 'gender': 2}, {'name': 'Scott Lang', 'gender': 2}, {'name': 'Matteo Mariotti', 'gender': 0}, {'name': 'Kis Yurij', 'gender': 2}, {'name': 'Frédéric North', 'gender': 2}, {'name': 'Sean Connor Roche', 'gender': 2}, {'name': 'Luc Roderique', 'gender': 2}, {'name': 'Lauren Watson', 'gender': 1}, {'name': 'Timothy Webber', 'gender': 2}, {'name': 'Linda Watters', 'gender': 0}, {'name': 'Monica Mustelier', 'gender': 0}]",['Rupert Wyatt']
War for the Planet of the Apes,2017,https://boxd.it/4Pgb1x,3.5,,2023-04-24,281338,en,https://image.tmdb.org/t/p/original'/mMA1qhBFgZX8O36qPPTC016kQl1.jpg,310.494,7.194,2017-07-11,"['Drama', 'Science Fiction', 'War']",['US'],490719763,140,For freedom. For family. For the planet.,"[{'name': 'Andy Serkis', 'gender': 2}, {'name': 'Woody Harrelson', 'gender': 2}, {'name': 'Karin Konoval', 'gender': 1}, {'name': 'Terry Notary', 'gender': 2}, {'name': 'Steve Zahn', 'gender': 2}, {'name': 'Amiah Miller', 'gender': 1}, {'name': 'Ty Olsson', 'gender': 2}, {'name': 'Michael Adamthwaite', 'gender': 2}, {'name': 'Toby Kebbell', 'gender': 2}, {'name': 'Gabriel Chavarria', 'gender': 2}, {'name': 'Sara Canning', 'gender': 1}, {'name': 'Judy Greer', 'gender': 1}, {'name': 'Devyn Dalton', 'gender': 1}, {'name': 'Aleks Paunovic', 'gender': 2}, {'name': 'Alessandro Juliani', 'gender': 2}, {'name': 'Max Lloyd-Jones', 'gender': 2}, {'name': 'Timothy Webber', 'gender': 2}, {'name': 'Lauro David Chartrand-DelValle', 'gender': 2}, {'name': 'Shaun Omaid', 'gender': 2}, {'name': 'Roger Cross', 'gender': 2}, {'name': 'Mercedes de la Zerda', 'gender': 1}, {'name': 'Doug Chapman', 'gender': 2}, {'name': 'James Pizzinato', 'gender': 2}, {'name': 'Chad Rook', 'gender': 2}, {'name': 'Dean Redman', 'gender': 2}, {'name': 'Steve Baran', 'gender': 2}, {'name': 'Sandy Robson', 'gender': 2}, {'name': 'Levi Meaden', 'gender': 2}, {'name': 'Billy Wickman', 'gender': 2}, {'name': 'Albert Nicholas', 'gender': 2}, {'name': 'Kyle Horton', 'gender': 2}, {'name': 'Paul Luongo', 'gender': 0}, {'name': 'Thomas Potter', 'gender': 2}, {'name': 'Mathew Yanagiya', 'gender': 2}, {'name': 'Skye Notary', 'gender': 1}, {'name': 'Willow Notary', 'gender': 0}, {'name': 'Finn Notary', 'gender': 0}, {'name': 'Phoenix Notary', 'gender': 2}, {'name': 'Sadie Aperlo', 'gender': 0}, {'name': 'Matilda Aperlo', 'gender': 0}, {'name': 'Andrew Alexander Reeves', 'gender': 0}]",['Matt Reeves']
Inception,2010,https://boxd.it/4Pgb21,4,Yes,2023-04-25,27205,en,https://image.tmdb.org/t/p/original'/oYuLEt3zVCKq57qu2F8dT7NIa6f.jpg,379.523,8.368,2010-07-15,"['Action', 'Science Fiction', 'Adventure']","['US', 'GB']",825532764,148,Your mind is the scene of the crime.,"[{'name': 'Leonardo DiCaprio', 'gender': 2}, {'name': 'Joseph Gordon-Levitt', 'gender': 2}, {'name': 'Ken Watanabe', 'gender': 2}, {'name': 'Tom Hardy', 'gender': 2}, {'name': 'Elliot Page', 'gender': 3}, {'name': 'Dileep Rao', 'gender': 2}, {'name': 'Cillian Murphy', 'gender': 2}, {'name': 'Tom Berenger', 'gender': 2}, {'name': 'Marion Cotillard', 'gender': 1}, {'name': 'Pete Postlethwaite', 'gender': 2}, {'name': 'Michael Caine', 'gender': 2}, {'name': 'Lukas Haas', 'gender': 2}, {'name': 'Talulah Riley', 'gender': 1}, {'name': 'Tohoru Masamune', 'gender': 2}, {'name': 'Taylor Geare', 'gender': 1}, {'name': 'Claire Geare', 'gender': 1}, {'name': 'Johnathan Geare', 'gender': 2}, {'name': 'Yuji Okumoto', 'gender': 2}, {'name': 'Earl Cameron', 'gender': 2}, {'name': 'Ryan Hayward', 'gender': 2}, {'name': 'Miranda Nolan', 'gender': 1}, {'name': 'Russ Fega', 'gender': 2}, {'name': 'Tim Kelleher', 'gender': 2}, {'name': 'Coralie Dedykere', 'gender': 1}, {'name': 'Silvie Laguna', 'gender': 1}, {'name': 'Virgile Bramly', 'gender': 2}, {'name': 'Nicolas Clerc', 'gender': 2}, {'name': 'Jean-Michel Dagory', 'gender': 2}, {'name': 'Marc Raducci', 'gender': 2}, {'name': 'Tai-Li Lee', 'gender': 0}, {'name': 'Magnus Nolan', 'gender': 2}, {'name': 'Helena Cullinan', 'gender': 0}, {'name': 'Mark Fleischmann', 'gender': 2}, {'name': 'Shelley Lang', 'gender': 0}, {'name': 'Adam Cole', 'gender': 2}, {'name': 'Jack Murray', 'gender': 2}, {'name': 'Kraig Thornber', 'gender': 0}, {'name': 'Angela Nathenson', 'gender': 0}, {'name': 'Natasha Beaumont', 'gender': 1}, {'name': 'Carl Gilliard', 'gender': 2}, {'name': 'Jill Maddrell', 'gender': 1}, {'name': 'Alex Lombard', 'gender': 1}, {'name': 'Nicole Pulliam', 'gender': 1}, {'name': 'Peter Basham', 'gender': 2}, {'name': 'Michael Gaston', 'gender': 2}, {'name': 'Felix Scott', 'gender': 2}, {'name': 'Andrew Pleavin', 'gender': 2}, {'name': 'Lisa Reynolds', 'gender': 0}, {'name': 'Jason Tendell', 'gender': 0}, {'name': 'Jack Gilroy', 'gender': 0}, {'name': 'Shannon Welles', 'gender': 1}, {'name': 'Daniel Girondeaud', 'gender': 2}]",['Christopher Nolan']
The Nice Guys,2016,https://boxd.it/4Pgb2b,4,,2023-04-25,290250,en,https://image.tmdb.org/t/p/original'/uXdQztKoAtx7UU3RvqeF52KsoQP.jpg,113.701,7.115,2016-05-15,"['Comedy', 'Crime', 'Action']",['US'],62800000,116,They're not that nice.,"[{'name': 'Ryan Gosling', 'gender': 2}, {'name': 'Russell Crowe', 'gender': 2}, {'name': 'Angourie Rice', 'gender': 1}, {'name': 'Margaret Qualley', 'gender': 1}, {'name': 'Matt Bomer', 'gender': 2}, {'name': 'Beau Knapp', 'gender': 2}, {'name': 'Keith David', 'gender': 2}, {'name': 'Yaya DaCosta', 'gender': 1}, {'name': 'Kim Basinger', 'gender': 1}, {'name': 'Lois Smith', 'gender': 1}, {'name': 'Murielle Telio', 'gender': 1}, {'name': 'Gil Gerard', 'gender': 2}, {'name': 'Daisy Tahan', 'gender': 1}, {'name': 'Jack Kilmer', 'gender': 2}, {'name': 'Lance Valentine Butler', 'gender': 2}, {'name': 'Ty Simpkins', 'gender': 2}, {'name': 'Cayla Brady', 'gender': 1}, {'name': 'Tammi Arender', 'gender': 1}, {'name': 'Rebecca Dalton Rusk', 'gender': 1}, {'name': 'Terence Rosemore', 'gender': 2}, {'name': 'John L. Morris', 'gender': 0}, {'name': 'Michelle Rivera Huckaby', 'gender': 1}, {'name': ""Nathaniel 'Nate' Scott"", 'gender': 2}, {'name': 'Amy Goddard', 'gender': 0}, {'name': 'Frank Mottek', 'gender': 2}, {'name': 'Joanne Spracklen', 'gender': 1}, {'name': 'Greg Lindsay', 'gender': 2}, {'name': 'Maddie Compton', 'gender': 1}, {'name': 'J. Todd Anderson', 'gender': 2}, {'name': 'Meredith Berg', 'gender': 1}, {'name': 'Lauren Marini', 'gender': 1}, {'name': 'Ward Roberts', 'gender': 2}, {'name': 'Ryan Powers', 'gender': 2}, {'name': 'Lauren Bair', 'gender': 1}, {'name': 'Zarah Kulczycki', 'gender': 1}, {'name': 'Hana Yuka Sano', 'gender': 1}, {'name': 'Marvin Ross', 'gender': 0}, {'name': 'Rachele Brooke Smith', 'gender': 1}, {'name': 'Adriana Karras', 'gender': 1}, {'name': 'Milo Wesley', 'gender': 2}, {'name': 'Marilyn Chen', 'gender': 1}, {'name': 'Matthew Warzel', 'gender': 0}, {'name': 'Jordan Hairston', 'gender': 1}, {'name': 'Angela Everhart', 'gender': 1}, {'name': 'Joshua Hoover', 'gender': 2}, {'name': 'Yvonne Zima', 'gender': 1}, {'name': 'Lexi Johnson', 'gender': 1}, {'name': 'Chloe Hurst', 'gender': 1}, {'name': 'Gary Weeks', 'gender': 2}, {'name': 'Charles Green', 'gender': 2}, {'name': 'Gary Wolf', 'gender': 2}, {'name': 'Hannibal Buress', 'gender': 2}, {'name': 'Steve Wilder', 'gender': 2}, {'name': 'Garrett Carpenter', 'gender': 2}, {'name': 'Hank Quillen', 'gender': 2}, {'name': 'Michael Beasley', 'gender': 2}, {'name': 'Dominic Bagarozzi', 'gender': 2}, {'name': 'Karrueche Tran', 'gender': 1}, {'name': 'Carson Meyer', 'gender': 1}, {'name': 'Sala Baker', 'gender': 2}, {'name': 'Kimberly Battista', 'gender': 1}, {'name': 'Courtlyn Cannan', 'gender': 1}, {'name': 'Mark Kubr', 'gender': 2}, {'name': 'Dana Clark McPherson', 'gender': 1}, {'name': 'Elayne Boosler', 'gender': 1}, {'name': 'Emily Brobst', 'gender': 1}, {'name': 'Robert Downey Jr.', 'gender': 2}]",['Shane Black']
My Super Ex-Girlfriend,2006,https://boxd.it/4Pgb2l,1.5,Yes,2023-04-25,4474,en,https://image.tmdb.org/t/p/original'/vs4jcY5NQA24zFGihY2EiqEA5hI.jpg,26.202,5.101,2006-07-20,"['Comedy', 'Science Fiction', 'Romance']",['US'],61108981,95,Hell hath no fury like a superwoman scorned.,"[{'name': 'Uma Thurman', 'gender': 1}, {'name': 'Luke Wilson', 'gender': 2}, {'name': 'Anna Faris', 'gender': 1}, {'name': 'Eddie Izzard', 'gender': 3}, {'name': 'Rainn Wilson', 'gender': 2}, {'name': 'Stelio Savante', 'gender': 2}, {'name': 'John Smith', 'gender': 2}, {'name': 'Wanda Sykes', 'gender': 1}, {'name': 'Margaret Anne Florence', 'gender': 1}, {'name': 'Catherine Reitman', 'gender': 1}, {'name': 'Tara Thompson', 'gender': 1}, {'name': 'Angel Sing', 'gender': 2}, {'name': 'Mike Iorio', 'gender': 2}, {'name': 'Mark Consuelos', 'gender': 2}, {'name': 'Kevin Townley', 'gender': 2}, {'name': 'Eva Veronika', 'gender': 0}, {'name': 'Lawrence Feeney', 'gender': 0}, {'name': 'Lou Bonacki', 'gender': 2}, {'name': 'Jeff Norris', 'gender': 0}, {'name': 'Greg Northrop', 'gender': 2}, {'name': 'Fallon Brooking', 'gender': 1}, {'name': 'Richard Brevard', 'gender': 0}, {'name': 'Ron Moreno', 'gender': 0}, {'name': 'Peter Patrikios', 'gender': 2}, {'name': 'Lillian Lynn', 'gender': 0}, {'name': 'Traver Rains', 'gender': 2}, {'name': 'Richie Rich', 'gender': 2}, {'name': 'Emily Girvin', 'gender': 0}, {'name': 'Abraham Sparrow', 'gender': 0}, {'name': 'Clem Cheung', 'gender': 2}, {'name': 'Clint Chin', 'gender': 0}, {'name': 'Ben Wang', 'gender': 2}, {'name': 'Tara DiGiore', 'gender': 0}, {'name': 'Tiffany Haupt', 'gender': 0}]",['Ivan Reitman']
Hunger,2023,https://boxd.it/4Pgb2v,3.5,,2023-04-26,1090501,en,https://image.tmdb.org/t/p/original'None,0.045,0,2023-01-01,[],['US'],0,2,,[],['Chris Noon']
Django Unchained,2012,https://boxd.it/4Pgb3X,4,Yes,2023-04-27,68718,en,https://image.tmdb.org/t/p/original'/7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg,201.727,8.179,2012-12-25,"['Drama', 'Western']",['US'],425368238,165,"Life, liberty, and the pursuit of vengeance.","[{'name': 'Jamie Foxx', 'gender': 2}, {'name': 'Christoph Waltz', 'gender': 2}, {'name': 'Leonardo DiCaprio', 'gender': 2}, {'name': 'Kerry Washington', 'gender': 1}, {'name': 'Samuel L. Jackson', 'gender': 2}, {'name': 'Walton Goggins', 'gender': 2}, {'name': 'Dennis Christopher', 'gender': 2}, {'name': 'James Remar', 'gender': 2}, {'name': 'David Steen', 'gender': 2}, {'name': 'Dana Gourrier', 'gender': 1}, {'name': 'Nichole Galicia', 'gender': 1}, {'name': 'Laura Cayouette', 'gender': 1}, {'name': 'Ato Essandoh', 'gender': 2}, {'name': 'Sammi Rotibi', 'gender': 2}, {'name': 'Clay Donahue Fontenot', 'gender': 2}, {'name': 'Escalante Lundy', 'gender': 2}, {'name': 'Miriam F. Glover', 'gender': 1}, {'name': 'Don Johnson', 'gender': 2}, {'name': 'Franco Nero', 'gender': 2}, {'name': 'James Russo', 'gender': 2}, {'name': 'Tom Wopat', 'gender': 2}, {'name': 'Don Stroud', 'gender': 2}, {'name': 'Amber Tamblyn', 'gender': 1}, {'name': 'Bruce Dern', 'gender': 2}, {'name': 'M.C. Gainey', 'gender': 2}, {'name': 'Cooper Huckabee', 'gender': 2}, {'name': 'Doc Duhame', 'gender': 2}, {'name': 'Jonah Hill', 'gender': 2}, {'name': 'Lee Horsley', 'gender': 2}, {'name': 'Zoë Bell', 'gender': 1}, {'name': 'Michael Bowen', 'gender': 2}, {'name': 'Robert Carradine', 'gender': 2}, {'name': 'Jake Garber', 'gender': 2}, {'name': 'Ted Neeley', 'gender': 2}, {'name': 'James Parks', 'gender': 2}, {'name': 'Tom Savini', 'gender': 2}, {'name': 'Michael Parks', 'gender': 2}, {'name': 'John Jarratt', 'gender': 2}, {'name': 'Quentin Tarantino', 'gender': 2}, {'name': 'Amari Cheatom', 'gender': 2}, {'name': 'Keith Jefferson', 'gender': 2}, {'name': 'Marcus Henderson', 'gender': 2}, {'name': 'Lil Chuuch', 'gender': 2}, {'name': 'Kinetic', 'gender': 2}, {'name': 'Louise Stratten', 'gender': 1}, {'name': 'Kim Robillard', 'gender': 2}, {'name': 'Shana Stein', 'gender': 1}, {'name': 'Shannon Hazlett', 'gender': 1}, {'name': 'Jack Lucarelli', 'gender': 2}, {'name': 'Victoria Thomas', 'gender': 1}, {'name': 'Grace Collins', 'gender': 1}, {'name': 'Sharon Pierre-Louis', 'gender': 1}, {'name': 'Christopher Berry', 'gender': 2}, {'name': 'Kim Collins', 'gender': 2}, {'name': 'Dane Rhodes', 'gender': 2}, {'name': 'J.D. Evermore', 'gender': 2}, {'name': 'Rex Linn', 'gender': 2}, {'name': 'Michael Bacall', 'gender': 2}, {'name': 'Ronan Hice', 'gender': 2}, {'name': 'Ned Bellamy', 'gender': 2}, {'name': 'Dave Coennen', 'gender': 2}, {'name': 'Danièle Watts', 'gender': 1}, {'name': 'Jon Eyez', 'gender': 2}, {'name': 'Omar J. Dorsey', 'gender': 2}, {'name': 'Evan Parke', 'gender': 2}, {'name': 'Craig Stark', 'gender': 2}, {'name': 'Brian Brown', 'gender': 2}, {'name': 'Ritchie Montgomery', 'gender': 2}, {'name': 'Nicholas Dashnaw', 'gender': 2}, {'name': 'Jarrod Bunch', 'gender': 2}, {'name': 'Edrick Browne', 'gender': 2}, {'name': 'Kerry Sims', 'gender': 2}, {'name': 'Jamal Duff', 'gender': 2}, {'name': 'Todd Allen', 'gender': 2}, {'name': 'Lewis Smith', 'gender': 2}, {'name': 'Keniaryn Mitchell', 'gender': 0}, {'name': 'Jakel Marshall', 'gender': 0}, {'name': 'Carl Singleton', 'gender': 2}, {'name': 'Ashley Toman', 'gender': 0}, {'name': 'John McConnell', 'gender': 2}, {'name': 'Mark Amos', 'gender': 2}, {'name': ""Monica Rene'e Anderson"", 'gender': 1}, {'name': 'Marsha Stephanie Blake', 'gender': 1}, {'name': 'Catherine Lambert', 'gender': 1}, {'name': 'Deborah Ayorinde', 'gender': 1}, {'name': 'Takara Clark', 'gender': 1}, {'name': 'Kimberley Drummond', 'gender': 1}, {'name': 'Tenaj L. Jackson', 'gender': 1}, {'name': 'Carl Bailey', 'gender': 2}, {'name': 'Ross P. Cook', 'gender': 2}, {'name': 'Gregory Allen Gabroy', 'gender': 2}, {'name': 'Seth Bailey', 'gender': 2}, {'name': 'David G. Baker', 'gender': 2}, {'name': 'Richie J. Ladner', 'gender': 2}, {'name': 'Glen Warner', 'gender': 2}, {'name': 'Kesha Bullard', 'gender': 1}, {'name': 'Edward J. Clare', 'gender': 2}, {'name': 'Jordon Michael Corbin', 'gender': 2}, {'name': 'Mike DeMille', 'gender': 2}, {'name': 'Gary Grubbs', 'gender': 2}, {'name': 'Justin Hall', 'gender': 2}, {'name': 'Sandra Linz', 'gender': 1}, {'name': 'Kasey James', 'gender': 2}, {'name': 'Skipper Landry', 'gender': 0}, {'name': 'Cindy Mah', 'gender': 1}, {'name': 'Johnny Otto', 'gender': 2}, {'name': 'Belinda Owino', 'gender': 1}, {'name': 'Mark Ulano', 'gender': 2}, {'name': 'Misty Upham', 'gender': 1}, {'name': 'Russ Tamblyn', 'gender': 2}, {'name': 'Fatimah Taliah', 'gender': 1}, {'name': 'Santana Draper', 'gender': 2}]",['Quentin Tarantino']
Train to Busan,2016,https://boxd.it/4Pgb47,3,Yes,2023-04-30,396535,ko,https://image.tmdb.org/t/p/original'/vNVFt6dtcqnI7hqa6LFBUibuFiw.jpg,87.514,7.753,2016-07-20,"['Horror', 'Thriller', 'Action', 'Adventure']",['KR'],87547518,118,Life-or-death survival begins.,"[{'name': 'Gong Yoo', 'gender': 2}, {'name': 'Kim Su-an', 'gender': 1}, {'name': 'Jung Yu-mi', 'gender': 1}, {'name': 'Ma Dong-seok', 'gender': 2}, {'name': 'Choi Woo-shik', 'gender': 2}, {'name': 'An So-hee', 'gender': 1}, {'name': 'Kim Eui-sung', 'gender': 2}, {'name': 'Ye Su-jeong', 'gender': 1}, {'name': 'Park Myung-shin', 'gender': 1}, {'name': 'Choi Gwi-hwa', 'gender': 2}, {'name': 'Jeong Seok-yong', 'gender': 2}, {'name': 'Kim Chang-hwan', 'gender': 2}, {'name': 'Jang Hyuk-jin', 'gender': 2}, {'name': 'Shim Eun-kyung', 'gender': 1}, {'name': 'Lee Joo-sil', 'gender': 1}, {'name': 'Kim Jae-rok', 'gender': 2}, {'name': 'Baek Seung-hwan', 'gender': 0}, {'name': 'Yeon Sang-ho', 'gender': 2}, {'name': 'Choi Woo-sung', 'gender': 2}, {'name': 'Cha Chung-hwa', 'gender': 1}, {'name': 'Kim Won-jin', 'gender': 2}, {'name': 'Han Ji-eun', 'gender': 1}, {'name': 'Han Sung-soo', 'gender': 0}, {'name': 'Lee Jung-ok', 'gender': 2}, {'name': 'Kim Joo-heon', 'gender': 2}, {'name': 'Kim Keum-soon', 'gender': 1}, {'name': 'Chyu Kwang-hyun', 'gender': 0}, {'name': 'Jung Young-ki', 'gender': 2}, {'name': 'Ok Joo-ri', 'gender': 1}, {'name': 'Kim Woon', 'gender': 2}, {'name': 'Jeon Ye-eun', 'gender': 1}, {'name': 'Do-im Woo', 'gender': 0}, {'name': 'Song Ji-hyuk', 'gender': 2}]",['Yeon Sang-ho']
"I, Robot",2004,https://boxd.it/4Pgb4r,3,,2023-05-08,2048,en,https://image.tmdb.org/t/p/original'/efwv6F2lGaghjPpBRSINHtoEiZB.jpg,49.599,6.946,2004-07-15,"['Action', 'Science Fiction']",['US'],347234916,115,One man saw it coming,"[{'name': 'Will Smith', 'gender': 2}, {'name': 'Bridget Moynahan', 'gender': 1}, {'name': 'Alan Tudyk', 'gender': 2}, {'name': 'James Cromwell', 'gender': 2}, {'name': 'Bruce Greenwood', 'gender': 2}, {'name': 'Shia LaBeouf', 'gender': 2}, {'name': 'Chi McBride', 'gender': 2}, {'name': 'Jerry Wasserman', 'gender': 2}, {'name': 'Peter Shinkoda', 'gender': 2}, {'name': 'Terry Chen', 'gender': 2}, {'name': 'David Haysom', 'gender': 2}, {'name': 'Scott Heindl', 'gender': 2}, {'name': 'Adrian Ricard', 'gender': 1}, {'name': 'Fiona Hogan', 'gender': 1}, {'name': 'Sharon Wilkins', 'gender': 1}, {'name': 'Craig March', 'gender': 2}, {'name': 'Darren Moore', 'gender': 2}, {'name': 'Emily Tennant', 'gender': 1}, {'name': 'Tiffany Lyndall-Knight', 'gender': 1}, {'name': 'Aaron Douglas', 'gender': 2}, {'name': 'Angela Moore', 'gender': 1}]",['Alex Proyas']
